Customer_Name,Gender,Age,City,Brand,Generation,RAM_Type,RAM_Size,Storage,Usage_Type,Buying_Power
Mehwish,Female,32,Faisalabad,Acer,10th Gen,DDR5,16GB,256GB SSD,Student,High
Imran,Male,37,Faisalabad,Acer,10th Gen,DDR4,8GB,1TB SSD,Gaming,High
Mehwish,Female,19,Peshawar,Lenovo,10th Gen,DDR4,8GB,1TB SSD,Gaming,Low
Hussain,Male,30,Peshawar,Dell,13th Gen,DDR4,16GB,512GB SSD,Business,Low
Imran,Male,38,Lahore,Lenovo,11th Gen,DDR5,8GB,256GB SSD,Programming,Low
Hussain,Male,28,Peshawar,Acer,10th Gen,DDR5,16GB,256GB SSD,Gaming,High
Faizan,Male,26,Faisalabad,Lenovo,10th Gen,DDR5,16GB,512GB SSD,Student,Medium
Hira,Female,35,Lahore,Dell,10th Gen,DDR5,16GB,512GB SSD,Student,High
Iqra,Female,35,Lahore,Lenovo,9th Gen,DDR5,8GB,512GB SSD,Business,Medium
Ali,Male,29,Multan,HP,9th Gen,DDR5,8GB,256GB SSD,Gaming,Medium
Iqra,Female,45,Islamabad,MSI,9th Gen,DDR5,32GB,256GB SSD,Student,High
Abdullah,Male,44,Karachi,Acer,9th Gen,DDR5,16GB,512GB SSD,Gaming,High
Saad,Male,39,Lahore,Lenovo,10th Gen,DDR5,32GB,1TB SSD,Gaming,Medium
Iqra,Female,22,Karachi,MSI,10th Gen,DDR5,32GB,512GB SSD,Gaming,Medium
Sana,Female,19,Multan,Asus,9th Gen,DDR5,32GB,256GB SSD,Gaming,Medium
Abdullah,Male,44,Karachi,MSI,11th Gen,DDR5,16GB,256GB SSD,Student,Medium
Rizwan,Male,26,Islamabad,Asus,12th Gen,DDR5,32GB,256GB SSD,Office,High
Talha,Male,33,Faisalabad,Acer,10th Gen,DDR4,32GB,512GB SSD,Programming,Low
Umar,Male,35,Islamabad,Dell,13th Gen,DDR5,32GB,1TB SSD,Office,High
Zubair,Male,27,Multan,Acer,13th Gen,DDR4,32GB,256GB SSD,Business,High
Hira,Female,30,Multan,Dell,10th Gen,DDR4,8GB,512GB SSD,Student,Low
Zainab,Female,21,Multan,HP,8th Gen,DDR4,32GB,512GB SSD,Business,High
Kinza,Female,37,Karachi,MSI,10th Gen,DDR5,16GB,256GB SSD,Programming,Medium
Fatima,Female,36,Islamabad,HP,10th Gen,DDR4,8GB,256GB SSD,Office,Low
Ali,Male,24,Lahore,Lenovo,10th Gen,DDR5,32GB,512GB SSD,Business,High
Fatima,Female,36,Multan,Asus,11th Gen,DDR5,32GB,256GB SSD,Business,Medium
Talha,Male,41,Lahore,Acer,12th Gen,DDR5,16GB,1TB SSD,Gaming,Medium
Dua,Female,25,Peshawar,Acer,10th Gen,DDR4,8GB,256GB SSD,Gaming,Low
Rizwan,Male,20,Islamabad,Dell,8th Gen,DDR5,32GB,512GB SSD,Student,Medium
Imran,Male,21,Karachi,Asus,11th Gen,DDR4,32GB,512GB SSD,Office,High
Mehwish,Female,44,Multan,Dell,8th Gen,DDR5,8GB,1TB SSD,Student,High
Sana,Female,36,Islamabad,Lenovo,8th Gen,DDR5,8GB,256GB SSD,Business,High
Abdullah,Male,39,Multan,Acer,10th Gen,DDR5,16GB,512GB SSD,Gaming,Low
Usman,Male,22,Lahore,MSI,10th Gen,DDR5,8GB,1TB SSD,Office,High
Rizwan,Male,31,Faisalabad,Lenovo,9th Gen,DDR5,8GB,256GB SSD,Gaming,High
Faizan,Male,34,Multan,Lenovo,11th Gen,DDR5,32GB,512GB SSD,Office,Medium
Sana,Female,25,Islamabad,Asus,10th Gen,DDR5,16GB,256GB SSD,Student,Medium
Ahmed,Male,28,Karachi,Asus,11th Gen,DDR4,16GB,512GB SSD,Programming,Medium
Ahmed,Male,33,Lahore,Lenovo,10th Gen,DDR4,8GB,512GB SSD,Programming,High
Umar,Male,27,Islamabad,MSI,10th Gen,DDR5,16GB,512GB SSD,Student,Medium
Hira,Female,23,Lahore,Lenovo,10th Gen,DDR5,16GB,512GB SSD,Student,Medium
Zainab,Female,44,Multan,Dell,11th Gen,DDR5,32GB,1TB SSD,Office,Medium
Abdullah,Male,38,Multan,Dell,13th Gen,DDR5,16GB,512GB SSD,Student,Low
Saad,Male,30,Faisalabad,Dell,9th Gen,DDR4,8GB,1TB SSD,Business,Medium
Hassan,Male,32,Faisalabad,Acer,11th Gen,DDR4,16GB,1TB SSD,Student,High
Kinza,Female,18,Lahore,Acer,9th Gen,DDR5,32GB,512GB SSD,Office,High
Sana,Female,34,Lahore,HP,12th Gen,DDR5,32GB,256GB SSD,Programming,Medium
Umar,Male,37,Islamabad,HP,13th Gen,DDR4,8GB,256GB SSD,Student,Medium
Maryam,Female,44,Faisalabad,Lenovo,10th Gen,DDR4,8GB,512GB SSD,Gaming,High
Faizan,Male,30,Lahore,HP,11th Gen,DDR5,16GB,512GB SSD,Business,Medium
Zainab,Female,32,Peshawar,HP,10th Gen,DDR4,32GB,256GB SSD,Gaming,Medium
Maryam,Female,24,Faisalabad,Asus,9th Gen,DDR5,8GB,1TB SSD,Office,Low
Hira,Female,18,Lahore,MSI,12th Gen,DDR5,32GB,512GB SSD,Business,Medium
Ali,Male,40,Lahore,Acer,10th Gen,DDR5,8GB,256GB SSD,Business,Low
Eman,Female,23,Faisalabad,Acer,10th Gen,DDR5,8GB,512GB SSD,Business,Low
Fatima,Female,26,Multan,HP,10th Gen,DDR5,8GB,256GB SSD,Student,Medium
Faizan,Male,27,Karachi,Dell,13th Gen,DDR4,8GB,512GB SSD,Business,Medium
Faizan,Male,37,Islamabad,Lenovo,12th Gen,DDR5,16GB,512GB SSD,Office,Medium
Rizwan,Male,41,Peshawar,Lenovo,9th Gen,DDR5,32GB,1TB SSD,Gaming,Low
Kinza,Female,34,Karachi,Acer,11th Gen,DDR5,32GB,512GB SSD,Gaming,High
Hamza,Male,27,Multan,Acer,13th Gen,DDR5,8GB,256GB SSD,Gaming,Medium
Bilal,Male,31,Faisalabad,HP,10th Gen,DDR5,16GB,256GB SSD,Programming,High
Anaya,Female,25,Karachi,Dell,11th Gen,DDR4,32GB,256GB SSD,Programming,Medium
Fatima,Female,31,Multan,Asus,12th Gen,DDR5,8GB,512GB SSD,Programming,Low
Ayesha,Female,41,Faisalabad,MSI,10th Gen,DDR5,16GB,512GB SSD,Office,Low
Umar,Male,26,Karachi,Lenovo,8th Gen,DDR5,16GB,512GB SSD,Gaming,Medium
Eman,Female,18,Faisalabad,Lenovo,10th Gen,DDR4,8GB,256GB SSD,Office,High
Rizwan,Male,36,Karachi,Asus,13th Gen,DDR4,32GB,256GB SSD,Gaming,Low
Imran,Male,24,Multan,Dell,9th Gen,DDR5,16GB,512GB SSD,Programming,Low
Abdullah,Male,24,Multan,HP,12th Gen,DDR5,8GB,256GB SSD,Business,High
Bilal,Male,20,Karachi,Asus,11th Gen,DDR5,8GB,1TB SSD,Business,High
Bilal,Male,33,Islamabad,Dell,9th Gen,DDR5,8GB,256GB SSD,Office,Low
Hira,Female,38,Faisalabad,Dell,13th Gen,DDR5,16GB,1TB SSD,Gaming,Low
Umar,Male,29,Islamabad,Lenovo,9th Gen,DDR5,32GB,512GB SSD,Office,High
Anaya,Female,23,Faisalabad,Dell,8th Gen,DDR4,8GB,1TB SSD,Gaming,Low
Hamza,Male,20,Lahore,HP,10th Gen,DDR5,16GB,1TB SSD,Office,Low
Hussain,Male,19,Faisalabad,Lenovo,10th Gen,DDR5,16GB,512GB SSD,Gaming,High
Imran,Male,25,Karachi,Asus,11th Gen,DDR4,16GB,512GB SSD,Student,High
Eman,Female,25,Lahore,HP,10th Gen,DDR5,16GB,256GB SSD,Business,Low
Imran,Male,23,Islamabad,Dell,12th Gen,DDR5,32GB,256GB SSD,Gaming,Medium
Hira,Female,43,Lahore,Dell,10th Gen,DDR5,8GB,1TB SSD,Gaming,Low
Talha,Male,26,Peshawar,Acer,11th Gen,DDR5,8GB,1TB SSD,Student,High
Kinza,Female,29,Multan,Lenovo,11th Gen,DDR5,8GB,256GB SSD,Office,High
Saad,Male,34,Faisalabad,Lenovo,12th Gen,DDR4,16GB,1TB SSD,Office,Low
Umar,Male,31,Peshawar,Acer,9th Gen,DDR4,16GB,1TB SSD,Student,Medium
Imran,Male,19,Peshawar,HP,10th Gen,DDR5,32GB,256GB SSD,Office,Medium
Iqra,Female,21,Karachi,Asus,13th Gen,DDR4,8GB,512GB SSD,Programming,Medium
Zubair,Male,18,Lahore,Dell,10th Gen,DDR5,16GB,1TB SSD,Gaming,High
Zubair,Male,30,Faisalabad,Lenovo,9th Gen,DDR5,8GB,512GB SSD,Business,Medium
Ali,Male,45,Peshawar,Dell,10th Gen,DDR5,8GB,256GB SSD,Gaming,Low
Hamza,Male,31,Faisalabad,Lenovo,11th Gen,DDR5,16GB,512GB SSD,Student,Low
Fatima,Female,23,Karachi,HP,8th Gen,DDR5,8GB,1TB SSD,Programming,Medium
Rizwan,Male,44,Lahore,MSI,13th Gen,DDR5,32GB,256GB SSD,Gaming,Low
Maryam,Female,40,Multan,Lenovo,11th Gen,DDR5,16GB,256GB SSD,Programming,High
Zubair,Male,32,Karachi,HP,12th Gen,DDR4,16GB,512GB SSD,Business,Low
Kinza,Female,43,Multan,Dell,13th Gen,DDR5,16GB,1TB SSD,Business,Low
Bilal,Male,29,Faisalabad,Dell,10th Gen,DDR4,16GB,256GB SSD,Office,Low
Abdullah,Male,43,Faisalabad,Lenovo,10th Gen,DDR5,32GB,1TB SSD,Student,Medium
Maryam,Female,18,Karachi,Asus,8th Gen,DDR4,32GB,512GB SSD,Student,Low
Rizwan,Male,39,Peshawar,HP,11th Gen,DDR5,16GB,256GB SSD,Programming,High
Faizan,Male,30,Faisalabad,Lenovo,9th Gen,DDR5,32GB,512GB SSD,Student,High
Maryam,Female,28,Lahore,Asus,9th Gen,DDR5,8GB,512GB SSD,Programming,Low
Hira,Female,18,Islamabad,Lenovo,10th Gen,DDR5,16GB,1TB SSD,Office,High
Maryam,Female,40,Peshawar,Lenovo,9th Gen,DDR5,16GB,1TB SSD,Programming,Medium
Anaya,Female,37,Lahore,Asus,13th Gen,DDR5,16GB,512GB SSD,Business,High
Ahmed,Male,44,Peshawar,MSI,9th Gen,DDR5,16GB,256GB SSD,Business,Low
Laiba,Female,43,Peshawar,Acer,10th Gen,DDR5,8GB,256GB SSD,Student,High
Ahmed,Male,30,Peshawar,Acer,10th Gen,DDR5,16GB,512GB SSD,Programming,Medium
Iqra,Female,42,Faisalabad,Acer,11th Gen,DDR5,32GB,256GB SSD,Office,Medium
Hussain,Male,26,Multan,Dell,11th Gen,DDR5,16GB,512GB SSD,Gaming,Medium
Saad,Male,23,Peshawar,MSI,8th Gen,DDR4,8GB,512GB SSD,Student,High
Hamza,Male,37,Faisalabad,MSI,11th Gen,DDR4,32GB,512GB SSD,Business,Medium
Ayesha,Female,30,Multan,Dell,9th Gen,DDR5,8GB,256GB SSD,Business,Low
Maryam,Female,27,Faisalabad,MSI,9th Gen,DDR5,8GB,256GB SSD,Programming,Low
Faizan,Male,45,Islamabad,HP,11th Gen,DDR4,8GB,512GB SSD,Business,Medium
Ayesha,Female,21,Peshawar,MSI,8th Gen,DDR5,32GB,1TB SSD,Gaming,Medium
Anaya,Female,38,Islamabad,Acer,13th Gen,DDR5,8GB,256GB SSD,Programming,Low
Rizwan,Male,44,Islamabad,Asus,12th Gen,DDR5,8GB,1TB SSD,Business,High
Mehwish,Female,21,Multan,Acer,13th Gen,DDR5,16GB,256GB SSD,Business,Medium
Hassan,Male,45,Islamabad,Lenovo,9th Gen,DDR5,16GB,1TB SSD,Gaming,Low
Hassan,Male,33,Islamabad,Dell,12th Gen,DDR5,32GB,256GB SSD,Business,High
Mehwish,Female,26,Islamabad,HP,8th Gen,DDR5,16GB,512GB SSD,Business,High
Mehwish,Female,18,Karachi,Lenovo,12th Gen,DDR4,8GB,512GB SSD,Office,Medium
Imran,Male,28,Multan,Lenovo,8th Gen,DDR5,16GB,256GB SSD,Business,High
Hamza,Male,25,Karachi,Lenovo,10th Gen,DDR5,8GB,256GB SSD,Office,Medium
Zainab,Female,37,Faisalabad,Dell,10th Gen,DDR5,32GB,1TB SSD,Student,Low
Rizwan,Male,44,Multan,HP,12th Gen,DDR4,8GB,512GB SSD,Programming,High
Zubair,Male,28,Faisalabad,Asus,12th Gen,DDR5,16GB,1TB SSD,Office,High
Noor,Female,28,Faisalabad,Lenovo,10th Gen,DDR5,16GB,256GB SSD,Student,High
Iqra,Female,37,Lahore,Asus,11th Gen,DDR5,16GB,1TB SSD,Programming,High
Ayesha,Female,24,Karachi,Lenovo,10th Gen,DDR5,16GB,256GB SSD,Programming,Low
Usman,Male,29,Peshawar,Asus,10th Gen,DDR5,32GB,1TB SSD,Student,Medium
Hamza,Male,21,Peshawar,HP,13th Gen,DDR5,8GB,256GB SSD,Office,Medium
Hussain,Male,36,Karachi,Dell,13th Gen,DDR4,8GB,1TB SSD,Gaming,Medium
Maham,Female,18,Peshawar,Lenovo,9th Gen,DDR5,8GB,1TB SSD,Business,Medium
Maham,Female,37,Lahore,Asus,12th Gen,DDR5,8GB,1TB SSD,Business,Medium
Noor,Female,40,Lahore,HP,13th Gen,DDR4,8GB,256GB SSD,Business,Medium
Rizwan,Male,20,Multan,Asus,13th Gen,DDR4,16GB,1TB SSD,Gaming,Low
Anaya,Female,31,Islamabad,Asus,13th Gen,DDR5,8GB,1TB SSD,Programming,Medium
Noor,Female,41,Multan,MSI,10th Gen,DDR5,8GB,512GB SSD,Office,Low
Hussain,Male,34,Faisalabad,HP,8th Gen,DDR4,32GB,1TB SSD,Programming,Medium
Iqra,Female,19,Faisalabad,Acer,10th Gen,DDR5,8GB,512GB SSD,Gaming,Medium
Abdullah,Male,30,Karachi,Asus,10th Gen,DDR5,16GB,512GB SSD,Office,High
Ali,Male,40,Karachi,Lenovo,10th Gen,DDR5,8GB,1TB SSD,Gaming,High
Usman,Male,19,Islamabad,Asus,9th Gen,DDR4,16GB,1TB SSD,Student,High
Ahmed,Male,26,Lahore,MSI,10th Gen,DDR5,32GB,512GB SSD,Gaming,Medium
Fatima,Female,42,Lahore,MSI,10th Gen,DDR4,8GB,1TB SSD,Office,Medium
Kinza,Female,24,Peshawar,Lenovo,13th Gen,DDR5,16GB,1TB SSD,Office,High
Noor,Female,28,Faisalabad,Lenovo,9th Gen,DDR4,32GB,1TB SSD,Student,High
Hassan,Male,28,Karachi,Asus,8th Gen,DDR5,8GB,1TB SSD,Business,Low
Maham,Female,29,Lahore,MSI,11th Gen,DDR5,16GB,512GB SSD,Office,High
Ahmed,Male,29,Lahore,HP,10th Gen,DDR5,16GB,512GB SSD,Programming,High
Ayesha,Female,24,Lahore,Lenovo,11th Gen,DDR5,16GB,256GB SSD,Programming,Low
Usman,Male,26,Multan,MSI,9th Gen,DDR4,16GB,512GB SSD,Student,Low
Eman,Female,18,Lahore,Dell,13th Gen,DDR5,16GB,1TB SSD,Gaming,Medium
Iqra,Female,21,Faisalabad,MSI,10th Gen,DDR5,16GB,512GB SSD,Office,Medium
Iqra,Female,29,Islamabad,HP,13th Gen,DDR5,16GB,512GB SSD,Programming,Medium
Umar,Male,24,Karachi,HP,9th Gen,DDR4,8GB,256GB SSD,Office,High
Hamza,Male,22,Lahore,MSI,12th Gen,DDR4,16GB,256GB SSD,Gaming,High
Maryam,Female,20,Karachi,Dell,11th Gen,DDR5,16GB,1TB SSD,Gaming,Low
Faizan,Male,32,Lahore,HP,9th Gen,DDR5,32GB,512GB SSD,Business,Low
Ahmed,Male,41,Lahore,HP,10th Gen,DDR5,16GB,1TB SSD,Office,Low
Usman,Male,45,Multan,Asus,9th Gen,DDR5,8GB,256GB SSD,Office,Low
Mehwish,Female,21,Faisalabad,HP,11th Gen,DDR4,8GB,1TB SSD,Office,Low
Hassan,Male,27,Multan,Dell,11th Gen,DDR4,8GB,512GB SSD,Gaming,Medium
Hamza,Male,21,Peshawar,Dell,11th Gen,DDR4,8GB,1TB SSD,Student,Low
Talha,Male,26,Islamabad,Asus,12th Gen,DDR5,8GB,256GB SSD,Gaming,High
Hamza,Male,39,Peshawar,HP,10th Gen,DDR5,32GB,1TB SSD,Office,Medium
Faizan,Male,18,Faisalabad,Acer,10th Gen,DDR5,8GB,1TB SSD,Student,Medium
Eman,Female,19,Peshawar,Dell,9th Gen,DDR5,32GB,1TB SSD,Business,High
Zubair,Male,26,Multan,Acer,10th Gen,DDR5,32GB,1TB SSD,Programming,Medium
Saad,Male,31,Faisalabad,Acer,8th Gen,DDR5,8GB,256GB SSD,Programming,Medium
Fatima,Female,23,Faisalabad,Acer,11th Gen,DDR5,8GB,1TB SSD,Office,High
Fatima,Female,45,Peshawar,Acer,9th Gen,DDR5,16GB,256GB SSD,Programming,Medium
Noor,Female,31,Karachi,Acer,9th Gen,DDR5,8GB,512GB SSD,Student,Medium
Laiba,Female,41,Multan,Dell,10th Gen,DDR4,16GB,512GB SSD,Programming,Medium
Anaya,Female,33,Karachi,Dell,10th Gen,DDR5,16GB,1TB SSD,Programming,Low
Bilal,Male,26,Islamabad,Asus,8th Gen,DDR4,16GB,1TB SSD,Office,Medium
Kinza,Female,30,Peshawar,MSI,10th Gen,DDR4,16GB,256GB SSD,Business,Medium
Iqra,Female,24,Islamabad,Asus,13th Gen,DDR4,16GB,256GB SSD,Gaming,Medium
Dua,Female,40,Multan,Asus,11th Gen,DDR5,8GB,512GB SSD,Office,Medium
Talha,Male,30,Faisalabad,Asus,10th Gen,DDR4,16GB,512GB SSD,Business,High
Noor,Female,34,Faisalabad,MSI,10th Gen,DDR4,32GB,512GB SSD,Business,Low
Fatima,Female,29,Karachi,Acer,9th Gen,DDR4,32GB,1TB SSD,Office,Medium
Dua,Female,18,Peshawar,Acer,12th Gen,DDR5,16GB,1TB SSD,Gaming,Low
Hassan,Male,28,Faisalabad,MSI,11th Gen,DDR5,32GB,1TB SSD,Office,Low
Hira,Female,33,Multan,Dell,10th Gen,DDR5,8GB,512GB SSD,Gaming,High
Saad,Male,32,Islamabad,Dell,12th Gen,DDR5,8GB,1TB SSD,Business,High
Mehwish,Female,40,Karachi,MSI,11th Gen,DDR5,8GB,1TB SSD,Programming,Medium
Noor,Female,36,Faisalabad,HP,10th Gen,DDR4,16GB,1TB SSD,Office,Low
Noor,Female,18,Peshawar,HP,13th Gen,DDR5,32GB,512GB SSD,Business,Medium
Ahmed,Male,43,Multan,Lenovo,9th Gen,DDR5,8GB,256GB SSD,Office,Medium
Ali,Male,39,Islamabad,Lenovo,10th Gen,DDR5,8GB,1TB SSD,Gaming,Medium
Faizan,Male,44,Faisalabad,Dell,11th Gen,DDR4,8GB,512GB SSD,Business,Low
Kinza,Female,43,Peshawar,HP,8th Gen,DDR5,32GB,256GB SSD,Programming,High
Iqra,Female,36,Islamabad,MSI,11th Gen,DDR4,32GB,256GB SSD,Office,Low
Noor,Female,42,Faisalabad,Lenovo,10th Gen,DDR4,16GB,1TB SSD,Office,High
Usman,Male,43,Faisalabad,HP,10th Gen,DDR5,16GB,1TB SSD,Programming,Low
Hira,Female,40,Multan,Acer,10th Gen,DDR5,32GB,512GB SSD,Office,Medium
Hamza,Male,44,Faisalabad,Lenovo,11th Gen,DDR5,8GB,1TB SSD,Gaming,High
Hussain,Male,18,Karachi,Acer,11th Gen,DDR5,32GB,1TB SSD,Office,Medium
Abdullah,Male,25,Islamabad,Dell,10th Gen,DDR5,16GB,256GB SSD,Programming,High
Ayesha,Female,26,Lahore,MSI,10th Gen,DDR5,8GB,1TB SSD,Office,High
Mehwish,Female,25,Islamabad,Dell,9th Gen,DDR5,16GB,1TB SSD,Office,Medium
Eman,Female,23,Multan,MSI,12th Gen,DDR5,8GB,256GB SSD,Office,High
Abdullah,Male,18,Karachi,HP,10th Gen,DDR5,16GB,256GB SSD,Student,Low
Noor,Female,30,Multan,Asus,13th Gen,DDR4,16GB,512GB SSD,Student,Medium
Eman,Female,25,Multan,Dell,10th Gen,DDR5,8GB,256GB SSD,Business,Medium
Sana,Female,28,Peshawar,MSI,12th Gen,DDR5,8GB,256GB SSD,Programming,Medium
Dua,Female,25,Lahore,MSI,11th Gen,DDR5,16GB,512GB SSD,Student,Medium
Bilal,Male,32,Islamabad,Asus,10th Gen,DDR4,16GB,256GB SSD,Business,Medium
Maryam,Female,40,Karachi,HP,13th Gen,DDR5,8GB,512GB SSD,Office,Medium
Rizwan,Male,38,Karachi,Acer,11th Gen,DDR5,8GB,512GB SSD,Programming,Medium
Kinza,Female,33,Islamabad,MSI,9th Gen,DDR4,32GB,1TB SSD,Business,Low
Imran,Male,26,Faisalabad,Asus,13th Gen,DDR5,32GB,512GB SSD,Office,Low
Hussain,Male,36,Islamabad,MSI,10th Gen,DDR5,8GB,512GB SSD,Gaming,Medium
Hassan,Male,42,Karachi,HP,9th Gen,DDR5,8GB,512GB SSD,Student,High
Hassan,Male,27,Islamabad,HP,10th Gen,DDR5,32GB,512GB SSD,Business,Medium
Anaya,Female,23,Faisalabad,HP,8th Gen,DDR5,8GB,256GB SSD,Business,High
Abdullah,Male,41,Islamabad,HP,10th Gen,DDR5,8GB,512GB SSD,Business,Medium
Ali,Male,37,Islamabad,Acer,11th Gen,DDR5,8GB,1TB SSD,Gaming,Medium
Talha,Male,40,Faisalabad,Asus,11th Gen,DDR5,8GB,512GB SSD,Gaming,High
Rizwan,Male,25,Lahore,Acer,11th Gen,DDR5,32GB,512GB SSD,Student,Low
Fatima,Female,38,Lahore,Lenovo,11th Gen,DDR5,32GB,512GB SSD,Student,Low
Rizwan,Male,32,Islamabad,Lenovo,13th Gen,DDR5,16GB,512GB SSD,Business,High
Zainab,Female,30,Karachi,Acer,12th Gen,DDR5,16GB,256GB SSD,Student,High
Faizan,Male,18,Peshawar,Asus,10th Gen,DDR4,32GB,1TB SSD,Gaming,Medium
Eman,Female,21,Karachi,Lenovo,12th Gen,DDR5,32GB,256GB SSD,Gaming,High
Imran,Male,41,Islamabad,MSI,10th Gen,DDR5,32GB,256GB SSD,Programming,Medium
Hussain,Male,19,Multan,Dell,11th Gen,DDR5,8GB,256GB SSD,Gaming,High
Maryam,Female,22,Faisalabad,Dell,10th Gen,DDR4,8GB,1TB SSD,Business,High
Ayesha,Female,20,Lahore,Acer,10th Gen,DDR5,16GB,256GB SSD,Student,High
Eman,Female,31,Karachi,Dell,10th Gen,DDR5,8GB,1TB SSD,Programming,Low
Hussain,Male,34,Lahore,HP,10th Gen,DDR5,8GB,512GB SSD,Programming,Medium
Hussain,Male,19,Faisalabad,MSI,10th Gen,DDR5,8GB,1TB SSD,Office,Low
Eman,Female,40,Peshawar,MSI,10th Gen,DDR5,16GB,256GB SSD,Office,Low
Bilal,Male,42,Islamabad,Asus,13th Gen,DDR4,16GB,256GB SSD,Business,Medium
Anaya,Female,20,Islamabad,HP,12th Gen,DDR5,8GB,1TB SSD,Programming,Medium
Umar,Male,42,Karachi,Dell,10th Gen,DDR4,8GB,512GB SSD,Office,High
Fatima,Female,32,Faisalabad,Acer,13th Gen,DDR5,16GB,1TB SSD,Programming,Low
Laiba,Female,31,Karachi,MSI,13th Gen,DDR5,32GB,1TB SSD,Business,Low
Kinza,Female,19,Islamabad,Asus,11th Gen,DDR5,8GB,1TB SSD,Office,Low
Hira,Female,41,Islamabad,Acer,12th Gen,DDR4,16GB,512GB SSD,Programming,Medium
Dua,Female,38,Lahore,HP,13th Gen,DDR5,8GB,256GB SSD,Gaming,High
Hassan,Male,44,Karachi,HP,10th Gen,DDR4,8GB,256GB SSD,Programming,Medium
Sana,Female,28,Islamabad,Dell,10th Gen,DDR4,32GB,1TB SSD,Gaming,Low
Hira,Female,20,Faisalabad,Acer,13th Gen,DDR4,16GB,512GB SSD,Office,Medium
Anaya,Female,25,Lahore,MSI,13th Gen,DDR5,16GB,256GB SSD,Business,Low
Laiba,Female,22,Karachi,Lenovo,10th Gen,DDR4,32GB,1TB SSD,Gaming,High
Bilal,Male,42,Multan,Dell,12th Gen,DDR4,8GB,256GB SSD,Gaming,Low
Ayesha,Female,21,Faisalabad,HP,10th Gen,DDR5,16GB,512GB SSD,Student,High
Iqra,Female,30,Karachi,Acer,13th Gen,DDR4,8GB,512GB SSD,Business,Medium
Maryam,Female,26,Faisalabad,HP,10th Gen,DDR5,16GB,512GB SSD,Gaming,Medium
Abdullah,Male,38,Multan,MSI,11th Gen,DDR4,8GB,1TB SSD,Student,Medium
Fatima,Female,42,Lahore,Lenovo,10th Gen,DDR5,32GB,512GB SSD,Student,Low
Saad,Male,28,Faisalabad,Asus,11th Gen,DDR5,32GB,256GB SSD,Office,Medium
Umar,Male,32,Karachi,Acer,10th Gen,DDR5,32GB,512GB SSD,Student,High
Faizan,Male,29,Karachi,Asus,12th Gen,DDR5,8GB,256GB SSD,Student,Medium
Hussain,Male,26,Karachi,MSI,11th Gen,DDR5,16GB,256GB SSD,Business,Low
Mehwish,Female,34,Multan,Asus,11th Gen,DDR5,16GB,256GB SSD,Programming,Medium
Umar,Male,26,Islamabad,Dell,10th Gen,DDR5,16GB,512GB SSD,Programming,Low
Kinza,Female,43,Karachi,Asus,9th Gen,DDR4,32GB,512GB SSD,Business,High
Abdullah,Male,26,Multan,Lenovo,9th Gen,DDR4,32GB,1TB SSD,Office,Low
Faizan,Male,30,Faisalabad,Dell,10th Gen,DDR5,8GB,512GB SSD,Student,High
Ahmed,Male,25,Faisalabad,Asus,8th Gen,DDR5,8GB,1TB SSD,Office,Medium
Ayesha,Female,42,Faisalabad,Lenovo,12th Gen,DDR5,16GB,256GB SSD,Gaming,Low
Hira,Female,43,Karachi,Acer,10th Gen,DDR5,8GB,512GB SSD,Programming,Medium
Usman,Male,29,Faisalabad,HP,9th Gen,DDR5,8GB,1TB SSD,Office,Medium
Maryam,Female,33,Peshawar,MSI,13th Gen,DDR4,16GB,512GB SSD,Gaming,Low
Eman,Female,28,Lahore,Dell,10th Gen,DDR4,8GB,512GB SSD,Business,Medium
Umar,Male,40,Lahore,HP,10th Gen,DDR5,8GB,512GB SSD,Office,Medium
Ahmed,Male,30,Lahore,Dell,10th Gen,DDR5,16GB,256GB SSD,Programming,Low
Hassan,Male,38,Peshawar,Acer,10th Gen,DDR5,16GB,512GB SSD,Programming,High
Hira,Female,34,Lahore,MSI,11th Gen,DDR5,16GB,1TB SSD,Gaming,Medium
Hassan,Male,21,Peshawar,Dell,9th Gen,DDR5,16GB,512GB SSD,Gaming,Low
Maryam,Female,26,Islamabad,Lenovo,9th Gen,DDR5,16GB,256GB SSD,Programming,Low
Faizan,Male,29,Peshawar,HP,12th Gen,DDR5,32GB,1TB SSD,Office,High
Umar,Male,40,Karachi,Dell,10th Gen,DDR4,32GB,512GB SSD,Programming,Low
Maryam,Female,22,Faisalabad,MSI,10th Gen,DDR5,8GB,256GB SSD,Business,Low
Eman,Female,23,Peshawar,MSI,10th Gen,DDR5,8GB,512GB SSD,Office,Medium
Maryam,Female,37,Islamabad,HP,9th Gen,DDR4,8GB,1TB SSD,Gaming,High
Usman,Male,27,Lahore,Dell,10th Gen,DDR5,16GB,1TB SSD,Gaming,Medium
Ayesha,Female,18,Islamabad,Lenovo,12th Gen,DDR4,16GB,1TB SSD,Student,Medium
Mehwish,Female,22,Faisalabad,Acer,10th Gen,DDR5,8GB,512GB SSD,Programming,High
Iqra,Female,42,Multan,Acer,11th Gen,DDR5,32GB,512GB SSD,Office,Low
Ahmed,Male,30,Multan,MSI,12th Gen,DDR5,32GB,512GB SSD,Office,Low
Bilal,Male,38,Lahore,MSI,9th Gen,DDR5,32GB,1TB SSD,Gaming,Low
Abdullah,Male,19,Peshawar,HP,10th Gen,DDR4,16GB,256GB SSD,Office,Medium
